post_id,rugby_ignite_url,team_a,team_b,date,season,home_points,away_points,match_status,competition_name
2632,https://rugbyignite.co.za/fixture/2026/graeme-college-vs-bishops/,Graeme College,Bishops,2026-04-04,2026,39,26,migrated,St John's Easter Rugby Festival 2026
2634,https://rugbyignite.co.za/fixture/2026/kearsney-vs-transvalia/,Kearsney College,Hoërskool Transvalia,2026-04-04,2026,33,13,migrated,Kearsney Easter Rugby Festival 2026
2635,https://rugbyignite.co.za/fixture/2026/dhs-vs-helpmekaar/,Durban High School,Helpmekaar,2026-04-06,2026,39,27,migrated,Kearsney Easter Rugby Festival 2026
2637,https://rugbyignite.co.za/fixture/2026/st-johns-vs-bishops/,St John’s College,Bishops,2026-04-02,2026,24,7,migrated,St John's Easter Rugby Festival 2026
2638,https://rugbyignite.co.za/fixture/2026/st-benedicts-vs-graeme-college-2/,St Benedict’s College,Graeme College,2026-04-02,2026,5,57,migrated,St John's Easter Rugby Festival 2026
2640,https://rugbyignite.co.za/fixture/2026/st-charles-vs-kempton-park/,St Charles College,Hoërskool Kempton Park,2026-04-04,2026,24,17,migrated,St Stithians Easter Rugby Festival 2026
2644,https://rugbyignite.co.za/fixture/2026/garsfontein-vs-kempton-park/,Garsfontein,Hoërskool Kempton Park,2026-04-06,2026,17,38,migrated,St Stithians Easter Rugby Festival 2026
2645,https://rugbyignite.co.za/fixture/2026/st-stithians-vs-wynberg/,St Stithians College,Wynberg Boys' High School,2026-04-04,2026,12,28,migrated,St Stithians Easter Rugby Festival 2026
2647,https://rugbyignite.co.za/fixture/2026/nelspruit-vs-st-albans-2/,Hoërskool Nelspruit,St Alban’s College,2026-04-04,2026,24,21,migrated,St John's Easter Rugby Festival 2026
2648,https://rugbyignite.co.za/fixture/2026/monument-vs-kingswood/,Hoërskool Monument,Kingswood College,2026-04-04,2026,43,27,migrated,St John's Easter Rugby Festival 2026
2649,https://rugbyignite.co.za/fixture/2026/bergsig-vs-secunda/,Bergsig,Secunda,2026-04-01,2026,21,12,migrated,
2654,https://rugbyignite.co.za/fixture/2026/bellville-high-school-vs-dinamika/,Bellville High School,Dinamika,2026-03-30,2026,0,7,migrated,
2655,https://rugbyignite.co.za/fixture/2026/drostdy-vs-hermanus/,Drostdy,Hermanus High School,2026-04-11,2026,73,15,migrated,
2656,https://rugbyignite.co.za/fixture/2026/waterkloof-vs-nelspruit/,Hoërskool Waterkloof,Hoërskool Nelspruit,2026-04-11,2026,71,32,migrated,
2657,https://rugbyignite.co.za/fixture/2026/menlopark-vs-oos-moot/,Hoërskool Menlopark,Hoërskool Oos-Moot,2026-04-11,2026,64,12,migrated,
2658,https://rugbyignite.co.za/fixture/2026/zwartkop-vs-marais-viljoen-2/,Zwartkop,Marais Viljoen,2026-04-11,2026,38,12,migrated,
2660,https://rugbyignite.co.za/fixture/2026/eg-jansen-vs-hts-middelburg/,EG Jansen,HTS Middelburg,2026-04-11,2026,31,46,migrated,
2661,https://rugbyignite.co.za/fixture/2026/middelburg-high-school-vs-ben-vorster/,Middelburg High School,Ben Vorster,2026-04-11,2026,40,40,migrated,
2662,https://rugbyignite.co.za/fixture/2026/kempton-park-vs-piet-retief/,Hoërskool Kempton Park,Hoërskool Piet Retief,2026-04-11,2026,34,31,migrated,
2663,https://rugbyignite.co.za/fixture/2026/transvalia-vs-eldoraigne/,Hoërskool Transvalia,Hoërskool Eldoraigne,2026-04-11,2026,38,31,migrated,
2671,https://rugbyignite.co.za/fixture/2026/rustenburg-vs-potch-gim/,Hoërskool Rustenburg,Potchefstroom Gimnasium,2026-04-11,2026,56,5,migrated,
2673,https://rugbyignite.co.za/fixture/2026/swartland-vs-worcester-gim/,Swartland High School,Worcester Gymnasium,2026-04-11,2026,31,15,migrated,
2680,https://rugbyignite.co.za/fixture/2026/lichtenburg-vs-die-anker/,Lichtenburg,Die Anker,2026-04-11,2026,25,14,migrated,
2683,https://rugbyignite.co.za/fixture/2026/waterkloof-vs-menlopark/,Hoërskool Waterkloof,Hoërskool Menlopark,2026-04-18,2026,14,7,migrated,
2684,https://rugbyignite.co.za/fixture/2026/eg-jansen-vs-ben-vorster-2/,EG Jansen,Ben Vorster,2026-04-18,2026,38,25,migrated,
2685,https://rugbyignite.co.za/fixture/2026/hts-middelburg-vs-middelburg-high-school-2/,HTS Middelburg,Middelburg High School,2026-04-18,2026,15,12,migrated,
2686,https://rugbyignite.co.za/fixture/2026/oos-moot-vs-nelspruit-2/,Hoërskool Oos-Moot,Hoërskool Nelspruit,2026-04-18,2026,31,14,migrated,
2687,https://rugbyignite.co.za/fixture/2026/piet-retief-vs-eldoraigne-2/,Hoërskool Piet Retief,Hoërskool Eldoraigne,2026-04-18,2026,42,10,migrated,
2688,https://rugbyignite.co.za/fixture/2026/transvalia-vs-kempton-park/,Hoërskool Transvalia,Hoërskool Kempton Park,2026-04-18,2026,21,13,migrated,
2690,https://rugbyignite.co.za/fixture/2026/nico-malan-vs-framesby/,Nico Malan High School,Framesby,2026-04-18,2026,35,34,migrated,
2692,https://rugbyignite.co.za/fixture/2026/sentraal-vs-fichardtpark/,Hoerskool Sentraal,Hoërskool Fichardtpark,2026-04-18,2026,38,31,migrated,
2699,https://rugbyignite.co.za/fixture/2026/nico-malan-vs-eg-jansen/,Nico Malan High School,EG Jansen,2026-04-24,2026,31,24,migrated,Wildeklawer 2026
2701,https://rugbyignite.co.za/fixture/2026/waterkloof-vs-durbanville/,Hoërskool Waterkloof,Hoerskool Durbanville,2026-04-25,2026,22,21,migrated,Wildeklawer 2026
2703,https://rugbyignite.co.za/fixture/2026/westville-vs-oakdale/,Westville Boys' High School,Hoer Landbouschool Oakdale,2026-04-25,2026,24,40,migrated,Wildeklawer 2026
2705,https://rugbyignite.co.za/fixture/2026/waterkloof-vs-westville/,Hoërskool Waterkloof,Westville Boys' High School,2026-04-27,2026,31,28,migrated,Wildeklawer 2026
2706,https://rugbyignite.co.za/fixture/2026/rustenburg-vs-marlow/,Hoërskool Rustenburg,Hoër Landbouskool Marlow,2026-04-27,2026,38,22,migrated,Wildeklawer 2026
2707,https://rugbyignite.co.za/fixture/2026/eg-jansen-vs-durbanville/,EG Jansen,Hoerskool Durbanville,2026-04-27,2026,28,36,migrated,Wildeklawer 2026
2708,https://rugbyignite.co.za/fixture/2026/nico-malan-vs-monument/,Nico Malan High School,Hoërskool Monument,2026-04-27,2026,15,52,migrated,Wildeklawer 2026
2709,https://rugbyignite.co.za/fixture/2026/zwartkop-vs-klerksdorp/,Zwartkop,Klerksdorp Hoërskool,2026-04-25,2026,18,12,migrated,
2710,https://rugbyignite.co.za/fixture/2026/menlopark-vs-tygerberg/,Hoërskool Menlopark,Tygerberg High School,2026-04-24,2026,64,12,migrated,
2711,https://rugbyignite.co.za/fixture/2026/randburg-vs-ligbron/,Hoërskool Randburg,Ligbron,2026-04-25,2026,14,33,migrated,
2712,https://rugbyignite.co.za/fixture/2026/marais-viljoen-vs-merensky-landbou-akademie/,Marais Viljoen,Merensky Landbou Akademie,2026-04-25,2026,23,22,migrated,
2714,https://rugbyignite.co.za/fixture/2026/ben-vorster-vs-dinamika/,Ben Vorster,Dinamika,2026-04-25,2026,56,17,migrated,
2715,https://rugbyignite.co.za/fixture/2026/fichardtpark-vs-pietersburg/,Hoërskool Fichardtpark,Pietersburg Hoërskool,2026-04-25,2026,12,47,migrated,
2718,https://rugbyignite.co.za/fixture/2026/pietersburg-vs-tygerberg/,Pietersburg Hoërskool,Tygerberg High School,2026-04-27,2026,47,12,migrated,
2719,https://rugbyignite.co.za/fixture/2026/heidelberg-vs-fichardtpark/,Heidelberg,Hoërskool Fichardtpark,2026-04-27,2026,5,8,migrated,
2720,https://rugbyignite.co.za/fixture/2026/ben-vorster-vs-randburg/,Ben Vorster,Hoërskool Randburg,2026-04-27,2026,50,12,migrated,
2721,https://rugbyignite.co.za/fixture/2026/marais-viljoen-vs-merensky-landbou-akademie-2/,Marais Viljoen,Merensky Landbou Akademie,2026-04-27,2026,20,22,migrated,
2769,https://rugbyignite.co.za/fixture/2024/daniel-pienaar-vs-muir-college-3/,Daniel Pienaar,Muir College,2024-03-02,2024,39,19,migrated,
2770,https://rugbyignite.co.za/fixture/2024/2770/,Daniel Pienaar,Graeme College,2024-03-09,2024,29,19,migrated,
2771,https://rugbyignite.co.za/fixture/2024/2771/,St Andrew's College,Nico Malan High School,2024-03-09,2024,24,21,migrated,
2773,https://rugbyignite.co.za/fixture/2024/2773/,Muir College,Grey High School,2024-04-06,2024,0,60,migrated,
2774,https://rugbyignite.co.za/fixture/2024/2774/,Pearson High School,Selborne College,2024-04-06,2024,25,29,migrated,
2776,https://rugbyignite.co.za/fixture/2024/2776/,Dale College,Grey High School,2024-04-13,2024,32,25,migrated,
2778,https://rugbyignite.co.za/fixture/2024/2778/,Selborne College,Queen's College,2024-04-13,2024,21,26,migrated,
2780,https://rugbyignite.co.za/fixture/2024/2780/,Framesby,Hoer Landbouschool Oakdale,2024-04-20,2024,33,50,migrated,
2781,https://rugbyignite.co.za/fixture/2024/2781/,Graeme College,Hudson Park High School,2024-04-20,2024,50,12,migrated,
2782,https://rugbyignite.co.za/fixture/2024/2782/,Pearson High School,Muir College,2024-04-20,2024,43,7,migrated,
2783,https://rugbyignite.co.za/fixture/2024/2783/,Queen's College,Dale College,2024-04-20,2024,29,15,migrated,
2784,https://rugbyignite.co.za/fixture/2024/2784/,Hudson Park High School,St Stithians College,2024-04-26,2024,18,12,migrated,
2785,https://rugbyignite.co.za/fixture/2024/2785/,Grey High School,Paul Roos Gimnasium,2024-04-27,2024,7,21,migrated,
2786,https://rugbyignite.co.za/fixture/2024/2786/,Nico Malan High School,Pearson High School,2024-04-27,2024,29,12,migrated,
2787,https://rugbyignite.co.za/fixture/2024/2787/,Selborne College,Grey College,2024-04-27,2024,7,36,migrated,
2788,https://rugbyignite.co.za/fixture/2024/2788/,St Andrew's College,Graeme College,2024-04-27,2024,17,15,migrated,
2789,https://rugbyignite.co.za/fixture/2024/2789/,Kingswood College,Pearson High School,2024-05-04,2024,32,11,migrated,
2790,https://rugbyignite.co.za/fixture/2024/2790/,Daniel Pienaar,Framesby,2024-05-11,2024,19,47,migrated,
2791,https://rugbyignite.co.za/fixture/2024/2791/,Grey High School,Queen's College,2024-05-11,2024,15,5,migrated,
2792,https://rugbyignite.co.za/fixture/2024/kingswood-vs-brandwag/,Kingswood College,Hoërskool Brandwag,2024-05-11,2024,33,0,migrated,
2794,https://rugbyignite.co.za/fixture/2024/2794/,Dale College,Selborne College,2024-05-18,2024,28,29,migrated,
2795,https://rugbyignite.co.za/fixture/2024/2795/,Daniel Pienaar,Pearson High School,2024-05-25,2024,14,38,migrated,
2796,https://rugbyignite.co.za/fixture/2024/framesby-vs-marlow/,Framesby,Hoër Landbouskool Marlow,2024-05-25,2024,52,12,migrated,
2797,https://rugbyignite.co.za/fixture/2024/2797/,Muir College,Kingswood College,2024-05-25,2024,21,54,migrated,
2798,https://rugbyignite.co.za/fixture/2024/2798/,Nico Malan High School,Graeme College,2024-05-25,2024,19,7,migrated,
2799,https://rugbyignite.co.za/fixture/2024/2799/,Queen's College,Hudson Park High School,2024-05-25,2024,25,27,migrated,
2800,https://rugbyignite.co.za/fixture/2024/2800/,St Andrew's College,Grey High School,2024-05-25,2024,28,29,migrated,
2801,https://rugbyignite.co.za/fixture/2024/2801/,Graeme College,Dale College,2024-06-01,2024,31,0,migrated,
2802,https://rugbyignite.co.za/fixture/2024/2802/,Queen's College,St Andrew's College,2024-06-08,2024,20,18,migrated,
2803,https://rugbyignite.co.za/fixture/2024/2803/,St Andrew's College,Kingswood College,2024-06-15,2024,22,22,migrated,
2804,https://rugbyignite.co.za/fixture/2024/2804/,Framesby,Grey High School,2024-07-13,2024,19,17,migrated,
2805,https://rugbyignite.co.za/fixture/2024/2805/,Graeme College,Pearson High School,2024-07-13,2024,14,17,migrated,
2806,https://rugbyignite.co.za/fixture/2024/2806/,Kingswood College,Nico Malan High School,2024-07-13,2024,27,15,migrated,
2807,https://rugbyignite.co.za/fixture/2024/2807/,Muir College,Hoërskool Brandwag,2024-07-13,2024,13,38,migrated,
2808,https://rugbyignite.co.za/fixture/2024/2808/,Selborne College,Hudson Park High School,2024-07-13,2024,29,23,migrated,
2809,https://rugbyignite.co.za/fixture/2024/2809/,St Andrew's College,Hoër Landbouskool Marlow,2024-07-13,2024,42,14,migrated,
2811,https://rugbyignite.co.za/fixture/2024/2811/,Graeme College,Kingswood College,2024-07-20,2024,17,37,migrated,
2812,https://rugbyignite.co.za/fixture/2024/2812/,Nico Malan High School,Daniel Pienaar,2024-07-20,2024,45,16,migrated,
2813,https://rugbyignite.co.za/fixture/2024/2813/,Pearson High School,Hoër Landbouskool Marlow,2024-07-20,2024,29,26,migrated,
2814,https://rugbyignite.co.za/fixture/2024/2814/,Queen's College,Selborne College,2024-07-20,2024,18,6,migrated,
2815,https://rugbyignite.co.za/fixture/2024/2815/,St Andrew's College,Dale College,2024-07-20,2024,26,25,migrated,
2817,https://rugbyignite.co.za/fixture/2024/2817/,Framesby,St Andrew's College,2024-07-27,2024,50,10,migrated,
2818,https://rugbyignite.co.za/fixture/2024/2818/,Queen's College,Graeme College,2024-07-27,2024,40,13,migrated,
2819,https://rugbyignite.co.za/fixture/2024/2819/,Selborne College,Dale College,2024-07-27,2024,70,5,migrated,
2821,https://rugbyignite.co.za/fixture/2024/2821/,Graeme College,Muir College,2024-08-03,2024,38,19,migrated,
2822,https://rugbyignite.co.za/fixture/2024/2822/,Grey High School,Selborne College,2024-08-03,2024,48,27,migrated,
2823,https://rugbyignite.co.za/fixture/2024/2823/,Hudson Park High School,Dale College,2024-08-03,2024,24,17,migrated,
2826,https://rugbyignite.co.za/fixture/2024/2826/,Framesby,Nico Malan High School,2024-08-09,2024,8,14,migrated,
2827,https://rugbyignite.co.za/fixture/2024/2827/,Dale College,Queen's College,2024-08-10,2024,27,30,migrated,
2828,https://rugbyignite.co.za/fixture/2024/2828/,Muir College,Daniel Pienaar,2024-08-10,2024,26,29,migrated,
2835,https://rugbyignite.co.za/fixture/2026/grey-high-school-vs-glenwood/,Grey High School,Glenwood High School,2026-04-27,2026,34,12,migrated,Grey Rugby Festival 2026
2836,https://rugbyignite.co.za/fixture/2026/parel-vallei-vs-hudson-park/,Parel Vallei High School,Hudson Park High School,2026-04-27,2026,28,15,migrated,Grey Rugby Festival 2026
2842,https://rugbyignite.co.za/fixture/2026/oos-moot-vs-nelspruit-3/,Hoërskool Oos-Moot,Hoërskool Nelspruit,2026-04-25,2026,27,39,migrated,
2843,https://rugbyignite.co.za/fixture/2026/bergsig-vs-jim-fouche/,Bergsig,Hoerskool Jim Fouche,2026-04-25,2026,7,14,migrated,
2844,https://rugbyignite.co.za/fixture/2026/parktown-vs-kempton-park/,Parktown Boys High School,Hoërskool Kempton Park,2026-04-25,2026,0,23,migrated,
2845,https://rugbyignite.co.za/fixture/2026/ligbron-vs-dinamika/,Ligbron,Dinamika,2026-04-27,2026,59,29,migrated,
2846,https://rugbyignite.co.za/fixture/2026/heidelberg-vs-fichardtpark-2/,Heidelberg,Hoërskool Fichardtpark,2026-04-27,2026,5,8,migrated,
2847,https://rugbyignite.co.za/fixture/2024/brandwag-vs-marlow/,Hoërskool Brandwag,Hoër Landbouskool Marlow,2024-04-06,2024,10,34,migrated,
2848,https://rugbyignite.co.za/fixture/2024/brandwag-vs-muir-college/,Hoërskool Brandwag,Muir College,2024-04-13,2024,22,30,migrated,
2849,https://rugbyignite.co.za/fixture/2024/brandwag-vs-daniel-pienaar/,Hoërskool Brandwag,Daniel Pienaar,2024-04-20,2024,18,5,migrated,
2850,https://rugbyignite.co.za/fixture/2024/brandwag-vs-bergsig/,Hoërskool Brandwag,Bergsig,2024-07-20,2024,28,17,migrated,
2851,https://rugbyignite.co.za/fixture/2024/brandwag-vs-nico-malan/,Hoërskool Brandwag,Nico Malan High School,2024-07-27,2024,24,28,migrated,
2852,https://rugbyignite.co.za/fixture/2024/brandwag-vs-pearson-high-school/,Hoërskool Brandwag,Pearson High School,2024-08-09,2024,17,12,migrated,
2854,https://rugbyignite.co.za/fixture/2024/daniel-pienaar-vs-brandwag/,Daniel Pienaar,Hoërskool Brandwag,2024-08-03,2024,26,25,migrated,
2856,https://rugbyignite.co.za/fixture/2024/marlow-vs-hudson-park/,Hoër Landbouskool Marlow,Hudson Park High School,2024-04-13,2024,7,20,migrated,
2857,https://rugbyignite.co.za/fixture/2024/marlow-vs-nico-malan/,Hoër Landbouskool Marlow,Nico Malan High School,2024-05-11,2024,27,31,migrated,
2858,https://rugbyignite.co.za/fixture/2024/marlow-vs-framesby/,Hoër Landbouskool Marlow,Framesby,2024-08-28,2024,31,26,migrated,
2862,https://rugbyignite.co.za/fixture/2024/2862/,Grey College,Welkom Gimnasium,2024-03-02,2024,52,5,migrated,
2863,https://rugbyignite.co.za/fixture/2024/2863/,Grey College,Hoërskool Outeniqua,2024-04-13,2024,92,3,migrated,
2864,https://rugbyignite.co.za/fixture/2024/2864/,Grey College,Paarl Boys High,2024-05-11,2024,40,28,migrated,
2865,https://rugbyignite.co.za/fixture/2024/2865/,Grey College,Hoërskool Monument,2024-05-25,2024,87,19,migrated,
2866,https://rugbyignite.co.za/fixture/2024/2866/,Grey College,Grey High School,2024-07-20,2024,41,27,migrated,
2867,https://rugbyignite.co.za/fixture/2024/2867/,Welkom Gimnasium,Witteberg Hoerskool,2024-04-06,2024,34,3,migrated,
2868,https://rugbyignite.co.za/fixture/2024/2868/,Welkom Gimnasium,Goudveld Hoërskool,2024-05-18,2024,48,9,migrated,
2869,https://rugbyignite.co.za/fixture/2024/2869/,Welkom Gimnasium,Trio High School,2024-07-27,2024,35,7,migrated,
2870,https://rugbyignite.co.za/fixture/2024/2870/,Welkom Gimnasium,Bethlehem Voortrekker Hoerskool,2024-08-03,2024,28,36,migrated,
2871,https://rugbyignite.co.za/fixture/2024/2871/,Bethlehem Voortrekker Hoerskool,Hoërskool Fichardtpark,2024-03-16,2024,33,10,migrated,
2872,https://rugbyignite.co.za/fixture/2024/2872/,Bethlehem Voortrekker Hoerskool,Welkom Gimnasium,2024-04-27,2024,24,26,migrated,
2873,https://rugbyignite.co.za/fixture/2024/2873/,Bethlehem Voortrekker Hoerskool,Witteberg Hoerskool,2024-05-18,2024,23,25,migrated,
2874,https://rugbyignite.co.za/fixture/2024/2874/,Bethlehem Voortrekker Hoerskool,Hoerskool Jim Fouche,2024-07-20,2024,53,26,migrated,
2875,https://rugbyignite.co.za/fixture/2024/2875/,Bethlehem Voortrekker Hoerskool,Witteberg Hoerskool,2024-07-27,2024,37,3,migrated,
2876,https://rugbyignite.co.za/fixture/2024/2876/,Bethlehem Voortrekker Hoerskool,Welkom Gimnasium,2024-08-24,2024,27,19,migrated,
2877,https://rugbyignite.co.za/fixture/2024/2877/,Hoerskool Diamantveld,Bethlehem Voortrekker Hoerskool,2024-03-02,2024,18,6,migrated,
2878,https://rugbyignite.co.za/fixture/2024/2878/,Hoerskool Diamantveld,Afrikaanse Hoër Seunskool,2024-03-09,2024,10,33,migrated,
2879,https://rugbyignite.co.za/fixture/2024/2879/,Hoerskool Diamantveld,Hoerskool Jim Fouche,2024-04-20,2024,38,15,migrated,
2880,https://rugbyignite.co.za/fixture/2024/2880/,Hoerskool Diamantveld,Hoërskool Fichardtpark,2024-04-27,2024,41,12,migrated,
2881,https://rugbyignite.co.za/fixture/2024/2881/,Hoerskool Diamantveld,Goudveld Hoërskool,2024-07-13,2024,45,7,migrated,
2882,https://rugbyignite.co.za/fixture/2024/2882/,Goudveld Hoërskool,Hoërskool Fichardtpark,2024-03-12,2024,22,19,migrated,
2883,https://rugbyignite.co.za/fixture/2024/2883/,Goudveld Hoërskool,Hoerskool Jim Fouche,2024-03-16,2024,28,14,migrated,
2884,https://rugbyignite.co.za/fixture/2024/2884/,Goudveld Hoërskool,Bethlehem Voortrekker Hoerskool,2024-04-20,2024,13,19,migrated,
2885,https://rugbyignite.co.za/fixture/2024/2885/,Goudveld Hoërskool,Trio High School,2024-04-27,2024,5,21,migrated,
2886,https://rugbyignite.co.za/fixture/2024/2886/,Trio High School,Hoerskool Diamantveld,2024-03-16,2024,27,29,migrated,
2887,https://rugbyignite.co.za/fixture/2024/2887/,Trio High School,Bethlehem Voortrekker Hoerskool,2024-04-06,2024,15,38,migrated,
2888,https://rugbyignite.co.za/fixture/2024/2888/,Trio High School,Welkom Gimnasium,2024-05-11,2024,17,17,migrated,
2889,https://rugbyignite.co.za/fixture/2024/2889/,Trio High School,Hoerskool Sentraal,2024-07-17,2024,62,0,migrated,
2890,https://rugbyignite.co.za/fixture/2024/2890/,Witteberg Hoerskool,Kearsney College,2024-02-26,2024,5,17,migrated,
2891,https://rugbyignite.co.za/fixture/2024/2891/,Witteberg Hoerskool,Hoerskool Sentraal,2024-03-16,2024,51,8,migrated,
2892,https://rugbyignite.co.za/fixture/2024/2892/,Witteberg Hoerskool,Trio High School,2024-04-20,2024,17,20,migrated,
2893,https://rugbyignite.co.za/fixture/2024/2893/,Witteberg Hoerskool,Goudveld Hoërskool,2024-05-11,2024,52,0,migrated,
2894,https://rugbyignite.co.za/fixture/2024/2894/,Witteberg Hoerskool,Hoerskool Diamantveld,2024-07-20,2024,26,36,migrated,
2895,https://rugbyignite.co.za/fixture/2024/2895/,Hoërskool Fichardtpark,Hoerskool Jim Fouche,2024-04-06,2024,24,15,migrated,
2896,https://rugbyignite.co.za/fixture/2024/2896/,Hoërskool Fichardtpark,Hoerskool Sentraal,2024-04-20,2024,27,7,migrated,
2897,https://rugbyignite.co.za/fixture/2024/2897/,Hoërskool Fichardtpark,Witteberg Hoerskool,2024-07-13,2024,14,37,migrated,
2898,https://rugbyignite.co.za/fixture/2024/2898/,Hoërskool Fichardtpark,Trio High School,2024-07-20,2024,28,25,migrated,
2899,https://rugbyignite.co.za/fixture/2024/2899/,Hoërskool Fichardtpark,Hoerskool Jim Fouche,2024-07-27,2024,7,12,migrated,
2900,https://rugbyignite.co.za/fixture/2024/2900/,Hoerskool Jim Fouche,Witteberg Hoerskool,2024-03-12,2024,24,24,migrated,
2901,https://rugbyignite.co.za/fixture/2024/2901/,Hoerskool Jim Fouche,Trio High School,2024-07-13,2024,26,28,migrated,
2902,https://rugbyignite.co.za/fixture/2024/2902/,Hoerskool Sentraal,Hoerskool Jim Fouche,2024-05-11,2024,12,32,migrated,
2903,https://rugbyignite.co.za/fixture/2024/2903/,Hoerskool Sentraal,Bethlehem Voortrekker Hoerskool,2024-07-13,2024,12,59,migrated,
2904,https://rugbyignite.co.za/fixture/2024/2904/,Hoerskool Sentraal,Goudveld Hoërskool,2024-07-20,2024,12,34,migrated,
2905,https://rugbyignite.co.za/fixture/2024/dhs-vs-westville/,Durban High School,Westville Boys' High School,2024-04-06,2024,19,9,migrated,
2906,https://rugbyignite.co.za/fixture/2024/dhs-vs-michaelhouse/,Durban High School,Michaelhouse,2024-06-01,2024,23,10,migrated,
2907,https://rugbyignite.co.za/fixture/2024/dhs-vs-northwood/,Durban High School,Northwood School,2024-07-20,2024,18,11,migrated,
2908,https://rugbyignite.co.za/fixture/2024/dhs-vs-jeppe/,Durban High School,Jeppe High School For Boys,2024-08-02,2024,24,20,migrated,
2909,https://rugbyignite.co.za/fixture/2024/glenwood-vs-welkom-gim/,Glenwood High School,Welkom Gimnasium,2024-03-09,2024,21,26,migrated,
2910,https://rugbyignite.co.za/fixture/2024/glenwood-vs-maritzburg-college/,Glenwood High School,Maritzburg College,2024-04-06,2024,7,18,migrated,
2911,https://rugbyignite.co.za/fixture/2024/glenwood-vs-kearsney/,Glenwood High School,Kearsney College,2024-05-25,2024,22,25,migrated,
2912,https://rugbyignite.co.za/fixture/2024/glenwood-vs-st-charles/,Glenwood High School,St Charles College,2024-06-01,2024,19,32,migrated,
2913,https://rugbyignite.co.za/fixture/2024/glenwood-vs-rustenburg/,Glenwood High School,Hoërskool Rustenburg,2024-07-13,2024,24,27,migrated,
2914,https://rugbyignite.co.za/fixture/2024/glenwood-vs-northwood/,Glenwood High School,Northwood School,2024-07-27,2024,17,31,migrated,
2915,https://rugbyignite.co.za/fixture/2024/hilton-vs-northwood/,Hilton College,Northwood School,2024-03-16,2024,7,10,migrated,
2916,https://rugbyignite.co.za/fixture/2024/hilton-vs-kearsney/,Hilton College,Kearsney College,2024-04-20,2024,55,37,migrated,
2917,https://rugbyignite.co.za/fixture/2024/hilton-vs-st-charles/,Hilton College,St Charles College,2024-06-08,2024,42,34,migrated,
2918,https://rugbyignite.co.za/fixture/2024/kearsney-vs-maritzburg-college/,Kearsney College,Maritzburg College,2024-03-09,2024,16,14,migrated,
2919,https://rugbyignite.co.za/fixture/2024/kearsney-vs-dhs/,Kearsney College,Durban High School,2024-03-16,2024,0,23,migrated,
2920,https://rugbyignite.co.za/fixture/2024/kearsney-vs-northwood/,Kearsney College,Northwood School,2024-05-04,2024,24,34,migrated,
2921,https://rugbyignite.co.za/fixture/2024/kearsney-vs-westville/,Kearsney College,Westville Boys' High School,2024-05-11,2024,22,34,migrated,
2922,https://rugbyignite.co.za/fixture/2024/kearsney-vs-michaelhouse/,Kearsney College,Michaelhouse,2024-06-08,2024,19,15,migrated,
2923,https://rugbyignite.co.za/fixture/2024/maritzburg-college-vs-pretoria-boys/,Maritzburg College,Pretoria Boys High School,2024-04-13,2024,42,15,migrated,
2924,https://rugbyignite.co.za/fixture/2024/maritzburg-college-vs-dhs/,Maritzburg College,Durban High School,2024-04-20,2024,18,21,migrated,
2925,https://rugbyignite.co.za/fixture/2024/maritzburg-college-vs-michaelhouse-2/,Maritzburg College,Michaelhouse,2024-05-11,2024,24,17,migrated,
2926,https://rugbyignite.co.za/fixture/2024/maritzburg-college-vs-hilton/,Maritzburg College,Hilton College,2024-06-01,2024,26,20,migrated,
2927,https://rugbyignite.co.za/fixture/2024/maritzburg-college-vs-affies-2/,Maritzburg College,Afrikaanse Hoër Seunskool,2024-07-13,2024,37,39,migrated,
2928,https://rugbyignite.co.za/fixture/2024/maritzburg-college-vs-glenwood/,Maritzburg College,Glenwood High School,2024-08-03,2024,39,20,migrated,
2929,https://rugbyignite.co.za/fixture/2024/michaelhouse-vs-helpmekaar-2/,Michaelhouse,Helpmekaar,2024-05-09,2024,7,10,migrated,
2930,https://rugbyignite.co.za/fixture/2024/michaelhouse-vs-northwood/,Michaelhouse,Northwood School,2024-04-20,2024,24,22,migrated,
2931,https://rugbyignite.co.za/fixture/2024/michaelhouse-vs-pretoria-boys/,Michaelhouse,Pretoria Boys High School,2024-05-25,2024,34,27,migrated,
2932,https://rugbyignite.co.za/fixture/2024/michaelhouse-vs-hilton/,Michaelhouse,Hilton College,2024-06-15,2024,25,26,migrated,
2933,https://rugbyignite.co.za/fixture/2024/northwood-vs-dhs/,Northwood School,Durban High School,2024-04-13,2024,7,7,migrated,
2934,https://rugbyignite.co.za/fixture/2024/northwood-vs-jeppe/,Northwood School,Jeppe High School For Boys,2024-05-11,2024,8,40,migrated,
2935,https://rugbyignite.co.za/fixture/2024/northwood-vs-glenwood/,Northwood School,Glenwood High School,2024-05-18,2024,31,24,migrated,
2936,https://rugbyignite.co.za/fixture/2024/northwood-vs-maritzburg-college/,Northwood School,Maritzburg College,2024-05-25,2024,20,10,migrated,
2937,https://rugbyignite.co.za/fixture/2024/st-charles-vs-st-stithians/,St Charles College,St Stithians College,2024-05-25,2024,28,20,migrated,
2938,https://rugbyignite.co.za/fixture/2024/westville-vs-michaelhouse/,Westville Boys' High School,Michaelhouse,2024-05-16,2024,17,25,migrated,
2939,https://rugbyignite.co.za/fixture/2024/westville-vs-glenwood/,Westville Boys' High School,Glenwood High School,2024-04-20,2024,35,32,migrated,
